bisgHispanic,bisgBlack,bisgWhite,bisgAian,bisgApi,bisgMulti,race50,race60,race70,race75,race80,proxy_race,proxy_race_status,probThreshold,race_threshold
0.01,0.01,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.93,0.0,0.04,0.01,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.02,0.01,0.71,0.01,0.2,0.05,White,White,White,,,Unknown,Unknown,75,75
0.0,0.0,0.97,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.15,0.78,0.04,0.0,0.02,White,White,White,White,,White,Unprotected,75,75
0.96,0.0,0.03,0.01,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.0,0.0,0.98,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.99,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.02,0.94,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.02,0.12,0.77,0.02,0.02,0.07,White,White,White,White,,White,Unprotected,75,75
0.0,0.0,0.95,0.03,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.97,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.71,0.0,0.06,0.0,0.21,0.02,Hispanic,Hispanic,Hispanic,,,Unknown,Unknown,75,75
0.01,0.02,0.93,0.01,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.03,0.19,0.74,0.02,0.0,0.02,White,White,White,,,Unknown,Unknown,75,75
0.92,0.0,0.07,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.66,0.26,0.01,0.02,0.05,Black,Black,,,,Unknown,Unknown,75,75
0.01,0.04,0.9,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.03,0.06,0.79,0.08,0.01,0.02,White,White,White,White,,White,Unprotected,75,75
0.01,0.08,0.84,0.02,0.01,0.05,White,White,White,White,White,White,Unprotected,75,75
0.01,0.08,0.86,0.01,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.02,0.95,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.31,0.0,0.5,0.19,,,,,,Unknown,Unknown,75,75
0.85,0.01,0.04,0.0,0.08,0.02,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.3,0.61,0.01,0.01,0.07,White,White,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.27,0.0,0.67,0.01,0.02,0.03,White,White,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.06,0.89,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.03,0.22,0.55,0.0,0.0,0.19,White,,,,,Unknown,Unknown,75,75
0.02,0.05,0.91,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.0,1.0,0.0,0.0,Aian,Aian,Aian,Aian,Aian,Aian,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.03,0.86,0.03,0.01,0.0,0.06,Black,Black,Black,Black,Black,Black,Protected,75,75
0.01,0.01,0.92,0.04,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.2,0.71,0.01,0.0,0.07,White,White,White,,,Unknown,Unknown,75,75
0.89,0.0,0.09,0.01,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.0,0.0,0.97,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.88,0.0,0.09,0.0,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.02,0.0,0.94,0.0,0.01,0.02,White,White,White,White,White,White,Unprotected,75,75
0.98,0.0,0.02,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.02,0.29,0.62,0.01,0.01,0.05,White,White,,,,Unknown,Unknown,75,75
0.0,0.0,0.99,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.04,0.09,0.83,0.02,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.89,0.0,0.03,0.02,0.04,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.93,0.0,0.05,0.0,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.86,0.11,0.0,0.0,0.02,Black,Black,Black,Black,Black,Black,Protected,75,75
0.0,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.05,0.01,0.53,0.02,0.28,0.11,White,,,,,Unknown,Unknown,75,75
0.01,0.0,0.91,0.01,0.04,0.03,White,White,White,White,White,White,Unprotected,75,75
0.93,0.0,0.06,0.0,0.0,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.0,0.96,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.79,0.0,0.11,0.01,0.06,0.02,Hispanic,Hispanic,Hispanic,Hispanic,,Hispanic,Protected,75,75
0.0,0.0,0.96,0.02,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.01,0.97,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.99,0.0,0.0,0.01,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.24,0.67,0.01,0.01,0.06,White,White,,,,Unknown,Unknown,75,75
0.01,0.01,0.95,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.04,0.57,0.32,0.0,0.01,0.06,Black,,,,,Unknown,Unknown,75,75
0.02,0.09,0.86,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.35,0.1,0.48,0.01,0.02,0.04,,,,,,Unknown,Unknown,75,75
0.02,0.29,0.6,0.02,0.01,0.07,White,,,,,Unknown,Unknown,75,75
0.01,0.01,0.94,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.01,0.97,0.0,0.01,Aian,Aian,Aian,Aian,Aian,Aian,Protected,75,75
0.01,0.02,0.92,0.0,0.02,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.02,0.11,0.79,0.01,0.01,0.05,White,White,White,White,,White,Unprotected,75,75
0.0,0.04,0.8,0.01,0.02,0.13,White,White,White,White,,White,Unprotected,75,75
0.02,0.01,0.95,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.02,0.92,0.02,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.97,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.87,0.0,0.03,0.08,White,White,White,White,White,White,Unprotected,75,75
0.88,0.0,0.04,0.0,0.06,0.02,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.06,0.04,0.85,0.02,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.77,0.0,0.16,0.01,0.02,0.04,Hispanic,Hispanic,Hispanic,Hispanic,,Hispanic,Protected,75,75
0.01,0.01,0.91,0.03,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
0.8,0.0,0.17,0.0,0.01,0.02,Hispanic,Hispanic,Hispanic,Hispanic,,Hispanic,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.02,0.09,0.83,0.01,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.43,0.52,0.01,0.0,0.04,White,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.58,0.0,0.38,0.01,0.0,0.03,Hispanic,,,,,Unknown,Unknown,75,75
0.87,0.0,0.05,0.01,0.05,0.02,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.02,0.07,0.86,0.01,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.02,0.94,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.95,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.02,0.91,0.04,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.97,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.01,0.94,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.1,0.83,0.01,0.02,0.04,White,White,White,White,White,White,Unprotected,75,75
0.03,0.05,0.85,0.02,0.01,0.05,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.97,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.7,0.0,0.09,0.01,0.17,0.03,Hispanic,Hispanic,,,,Unknown,Unknown,75,75
0.02,0.01,0.95,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.6,0.0,0.35,0.0,0.02,0.02,Hispanic,,,,,Unknown,Unknown,75,75
0.0,0.0,0.98,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.02,0.0,0.96,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.12,0.79,0.01,0.03,0.05,White,White,White,White,,White,Unprotected,75,75
0.92,0.0,0.04,0.01,0.03,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.0,0.91,0.02,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.16,0.79,0.01,0.0,0.02,White,White,White,White,,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.03,0.93,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.06,0.87,0.0,0.0,0.05,White,White,White,White,White,White,Unprotected,75,75
0.01,0.09,0.86,0.01,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.02,0.16,0.53,0.08,0.11,0.09,White,,,,,Unknown,Unknown,75,75
0.95,0.0,0.05,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.0,0.11,0.83,0.01,0.0,0.05,White,White,White,White,White,White,Unprotected,75,75
0.09,0.35,0.49,0.03,0.0,0.03,,,,,,Unknown,Unknown,75,75
0.0,0.0,0.97,0.0,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.04,0.01,0.92,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.97,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.03,0.92,0.0,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.13,0.78,0.01,0.01,0.06,White,White,White,White,,White,Unprotected,75,75
0.01,0.0,0.97,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.04,0.23,0.63,0.0,0.05,0.06,White,White,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.02,0.02,0.9,0.02,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.07,0.85,0.01,0.02,0.04,White,White,White,White,White,White,Unprotected,75,75
0.73,0.0,0.24,0.01,0.01,0.02,Hispanic,Hispanic,Hispanic,,,Unknown,Unknown,75,75
0.99,0.0,0.01,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.0,0.96,0.02,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.94,0.0,0.03,0.02,White,White,White,White,White,White,Unprotected,75,75
0.03,0.22,0.71,0.01,0.0,0.02,White,White,White,,,Unknown,Unknown,75,75
0.0,0.0,0.95,0.01,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.12,0.85,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.94,0.0,0.0,0.05,White,White,White,White,White,White,Unprotected,75,75
0.92,0.0,0.04,0.02,0.0,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.0,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.02,0.01,0.82,0.0,0.04,0.11,White,White,White,White,White,White,Unprotected,75,75
0.96,0.0,0.02,0.0,0.02,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.0,0.0,0.98,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.97,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.92,0.0,0.07,0.0,0.0,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.85,0.01,0.03,0.0,0.1,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.02,0.22,0.72,0.01,0.01,0.03,White,White,White,,,Unknown,Unknown,75,75
0.0,0.0,0.97,0.0,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.4,0.5,0.01,0.0,0.08,,,,,,Unknown,Unknown,75,75
0.01,0.02,0.92,0.01,0.01,0.02,White,White,White,White,White,White,Unprotected,75,75
0.86,0.01,0.04,0.01,0.07,0.02,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.97,0.0,0.02,0.0,0.01,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.0,0.0,0.99,0.0,0.0,0.0,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.86,0.07,0.0,0.06,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.78,0.14,0.0,0.07,White,White,White,White,,White,Unprotected,75,75
0.0,0.0,0.99,0.0,0.0,0.0,White,White,White,White,White,White,Unprotected,75,75
0.87,0.0,0.1,0.01,0.01,0.02,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.45,0.0,0.11,0.0,0.38,0.05,,,,,,Unknown,Unknown,75,75
0.01,0.18,0.69,0.05,0.03,0.05,White,White,,,,Unknown,Unknown,75,75
0.02,0.01,0.93,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.02,0.22,0.67,0.01,0.02,0.05,White,White,,,,Unknown,Unknown,75,75
0.69,0.0,0.26,0.01,0.02,0.02,Hispanic,Hispanic,,,,Unknown,Unknown,75,75
0.0,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.98,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.89,0.0,0.06,0.01,0.02,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.86,0.01,0.06,0.01,0.04,0.03,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.0,0.97,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.03,0.28,0.62,0.01,0.01,0.05,White,White,,,,Unknown,Unknown,75,75
0.0,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.93,0.03,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.98,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.04,0.9,0.01,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.85,0.0,0.12,0.0,0.0,0.03,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.47,0.42,0.02,0.02,0.07,,,,,,Unknown,Unknown,75,75
0.0,0.01,0.95,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.0,0.01,0.97,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.15,0.26,0.53,0.02,0.0,0.03,White,,,,,Unknown,Unknown,75,75
0.75,0.0,0.2,0.0,0.02,0.02,Hispanic,Hispanic,Hispanic,,,Unknown,Unknown,75,75
0.98,0.0,0.02,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.0,0.0,0.99,0.0,0.0,0.0,White,White,White,White,White,White,Unprotected,75,75
0.01,0.13,0.81,0.01,0.0,0.05,White,White,White,White,White,White,Unprotected,75,75
0.02,0.0,0.95,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.72,0.0,0.23,0.02,0.01,0.02,Hispanic,Hispanic,Hispanic,,,Unknown,Unknown,75,75
0.0,0.0,0.99,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.0,0.97,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.13,0.8,0.01,0.01,0.04,White,White,White,White,,White,Unprotected,75,75
0.89,0.0,0.08,0.01,0.0,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.0,0.95,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.98,0.0,0.01,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.0,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.95,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.02,0.04,0.88,0.02,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.02,0.0,0.95,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.68,0.0,0.28,0.02,0.0,0.03,Hispanic,Hispanic,,,,Unknown,Unknown,75,75
0.01,0.0,0.86,0.11,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.03,0.92,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.94,0.0,0.05,0.0,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.0,0.04,0.89,0.02,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.97,0.0,0.02,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.0,0.03,0.92,0.02,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.96,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.02,0.28,0.62,0.02,0.01,0.05,White,White,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.82,0.0,0.06,0.01,0.1,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.04,0.72,0.17,0.01,0.02,0.05,Black,Black,Black,,,Unknown,Unknown,75,75
0.94,0.0,0.05,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.02,0.07,0.87,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.86,0.12,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.95,0.01,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.03,0.91,0.01,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
0.69,0.0,0.19,0.02,0.07,0.04,Hispanic,Hispanic,,,,Unknown,Unknown,75,75
0.01,0.0,0.03,0.0,0.91,0.05,Api,Api,Api,Api,Api,Api,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.0,0.66,0.05,0.0,0.04,0.24,Black,Black,,,,Unknown,Unknown,75,75
0.01,0.0,0.96,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.99,0.0,0.01,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.0,0.0,0.99,0.0,0.0,0.0,White,White,White,White,White,White,Unprotected,75,75
0.72,0.0,0.19,0.05,0.01,0.03,Hispanic,Hispanic,Hispanic,,,Unknown,Unknown,75,75
0.01,0.07,0.86,0.01,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.93,0.04,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.09,0.84,0.01,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
0.03,0.03,0.89,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.98,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.92,0.0,0.04,0.0,0.03,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.56,0.36,0.01,0.02,0.05,Black,,,,,Unknown,Unknown,75,75
0.02,0.01,0.94,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.22,0.0,0.02,0.0,0.7,0.05,Api,Api,,,,Unknown,Unknown,75,75
0.03,0.0,0.96,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.9,0.0,0.07,0.0,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.01,0.87,0.05,0.0,0.05,White,White,White,White,White,White,Unprotected,75,75
0.01,0.02,0.96,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
