bisgHispanic,bisgBlack,bisgWhite,bisgAian,bisgApi,bisgMulti,race50,race60,race70,race75,race80,proxy_race,proxy_race_status,probThreshold,race_threshold
0.01,0.0,0.97,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.01,0.95,0.0,0.01,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.01,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.96,0.0,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.79,0.0,0.11,0.0,0.1,0.0,Hispanic,Hispanic,Hispanic,Hispanic,,Hispanic,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.88,0.0,0.09,0.0,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.81,0.01,0.07,0.0,0.09,0.02,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.07,0.87,0.01,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.02,0.0,0.95,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.04,0.0,0.95,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.85,0.0,0.13,0.0,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.02,0.91,0.02,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.05,0.3,0.58,0.01,0.01,0.05,White,,,,,Unknown,Unknown,75,75
0.0,0.0,0.97,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.02,0.0,0.94,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.02,0.25,0.0,0.71,0.02,Api,Api,Api,,,Unknown,Unknown,75,75
0.01,0.0,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.09,0.55,0.16,0.0,0.03,0.17,Black,,,,,Unknown,Unknown,75,75
0.0,0.0,0.0,0.0,0.97,0.02,Api,Api,Api,Api,Api,Api,Protected,75,75
0.01,0.0,0.97,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.09,0.86,0.01,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.02,0.0,0.92,0.03,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.9,0.05,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
0.1,0.0,0.21,0.0,0.55,0.13,Api,,,,,Unknown,Unknown,75,75
0.12,0.13,0.59,0.12,0.01,0.03,White,,,,,Unknown,Unknown,75,75
0.0,0.0,0.97,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.94,0.02,0.01,0.02,White,White,White,White,White,White,Unprotected,75,75
0.97,0.0,0.02,0.01,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.02,0.0,0.96,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.47,0.03,0.42,0.01,0.03,0.05,,,,,,Unknown,Unknown,75,75
0.01,0.19,0.71,0.02,0.01,0.06,White,White,White,,,Unknown,Unknown,75,75
0.91,0.0,0.08,0.0,0.01,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.83,0.0,0.13,0.01,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.0,0.97,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.03,0.0,0.96,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.02,0.92,0.01,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.02,0.94,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.96,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.23,0.09,0.57,0.01,0.02,0.08,White,,,,,Unknown,Unknown,75,75
0.0,0.0,0.99,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.21,0.02,0.71,0.01,0.02,0.03,White,White,White,,,Unknown,Unknown,75,75
0.03,0.05,0.88,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.91,0.02,0.03,0.03,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.97,0.02,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.92,0.0,0.02,0.04,White,White,White,White,White,White,Unprotected,75,75
0.0,0.18,0.8,0.0,0.0,0.01,White,White,White,White,,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.05,0.82,0.08,0.01,0.0,0.04,Black,Black,Black,Black,Black,Black,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.41,0.0,0.53,0.02,0.01,0.02,White,,,,,Unknown,Unknown,75,75
0.09,0.09,0.78,0.01,0.0,0.03,White,White,White,White,,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.9,0.0,0.08,0.01,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.01,0.94,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.01,0.95,0.01,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.31,0.59,0.01,0.02,0.05,White,,,,,Unknown,Unknown,75,75
0.0,0.04,0.94,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.01,0.92,0.02,0.03,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.95,0.0,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
0.02,0.0,0.86,0.0,0.02,0.09,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.99,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.03,0.93,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.03,0.93,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.1,0.01,0.71,0.03,0.02,0.13,White,White,White,,,Unknown,Unknown,75,75
0.01,0.58,0.3,0.03,0.01,0.07,Black,,,,,Unknown,Unknown,75,75
0.0,0.0,0.99,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.0,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.95,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.98,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.95,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.94,0.01,0.02,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.02,0.93,0.01,0.01,0.02,White,White,White,White,White,White,Unprotected,75,75
0.03,0.01,0.94,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.12,0.0,0.71,0.16,Api,Api,Api,,,Unknown,Unknown,75,75
0.0,0.0,0.99,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.93,0.01,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.95,0.02,0.01,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.81,0.08,0.0,0.01,0.08,Black,Black,Black,Black,Black,Black,Protected,75,75
0.93,0.0,0.02,0.0,0.05,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.0,0.96,0.0,0.01,0.02,White,White,White,White,White,White,Unprotected,75,75
0.9,0.0,0.06,0.01,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.81,0.0,0.15,0.01,0.01,0.02,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.0,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.97,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.95,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.02,0.1,0.82,0.02,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.02,0.95,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.98,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.03,0.01,0.94,0.0,0.01,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.79,0.0,0.15,0.01,0.02,0.02,Hispanic,Hispanic,Hispanic,Hispanic,,Hispanic,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.37,0.53,0.01,0.03,0.06,White,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.0,0.97,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.94,0.0,0.02,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.02,0.62,0.31,0.0,0.03,White,White,,,,Unknown,Unknown,75,75
0.01,0.02,0.92,0.02,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.1,0.81,0.01,0.0,0.06,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.23,0.0,0.77,0.0,0.0,0.0,White,White,White,White,,White,Unprotected,75,75
0.0,0.0,0.98,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.99,0.01,0.0,0.0,White,White,White,White,White,White,Unprotected,75,75
0.0,0.03,0.94,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.8,0.01,0.13,0.01,0.02,0.03,Hispanic,Hispanic,Hispanic,Hispanic,,Hispanic,Protected,75,75
0.01,0.02,0.95,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.08,0.3,0.53,0.0,0.02,0.07,White,,,,,Unknown,Unknown,75,75
0.01,0.04,0.93,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.09,0.91,0.0,0.0,Aian,Aian,Aian,Aian,Aian,Aian,Protected,75,75
0.01,0.09,0.84,0.02,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
0.0,0.01,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.09,0.81,0.05,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
0.91,0.0,0.04,0.0,0.03,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.03,0.26,0.35,0.03,0.21,0.11,,,,,,Unknown,Unknown,75,75
0.0,0.0,0.96,0.02,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.79,0.01,0.11,0.01,0.07,0.02,Hispanic,Hispanic,Hispanic,Hispanic,,Hispanic,Protected,75,75
0.03,0.1,0.78,0.02,0.03,0.04,White,White,White,White,,White,Unprotected,75,75
0.0,0.02,0.94,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.88,0.01,0.05,0.01,0.05,0.02,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.02,0.94,0.01,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.94,0.0,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.0,0.0,0.96,0.04,Api,Api,Api,Api,Api,Api,Protected,75,75
0.01,0.01,0.95,0.01,0.01,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.95,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.98,0.0,0.01,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.02,0.0,0.93,0.01,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.88,0.09,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.98,0.0,0.02,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.03,0.12,0.8,0.02,0.0,0.02,White,White,White,White,,White,Unprotected,75,75
0.03,0.22,0.69,0.01,0.01,0.04,White,White,,,,Unknown,Unknown,75,75
0.0,0.0,0.95,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.58,0.35,0.01,0.01,0.04,Black,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.04,0.88,0.01,0.02,0.05,White,White,White,White,White,White,Unprotected,75,75
0.0,0.05,0.88,0.02,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.9,0.0,0.09,0.0,0.01,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.05,0.88,0.0,0.02,0.03,White,White,White,White,White,White,Unprotected,75,75
0.02,0.0,0.97,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.25,0.63,0.05,0.01,0.06,White,White,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.19,0.0,0.68,0.0,0.04,0.1,White,White,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.02,0.33,0.58,0.01,0.01,0.05,White,,,,,Unknown,Unknown,75,75
0.01,0.0,0.06,0.0,0.77,0.16,Api,Api,Api,Api,,Api,Protected,75,75
0.0,0.84,0.15,0.0,0.0,0.01,Black,Black,Black,Black,Black,Black,Protected,75,75
0.01,0.76,0.17,0.01,0.02,0.05,Black,Black,Black,Black,,Black,Protected,75,75
0.01,0.0,0.96,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.01,0.93,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.83,0.0,0.12,0.04,0.0,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.11,0.34,0.48,0.01,0.04,0.02,,,,,,Unknown,Unknown,75,75
0.02,0.06,0.88,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.06,0.87,0.0,0.01,0.05,White,White,White,White,White,White,Unprotected,75,75
0.03,0.26,0.63,0.02,0.02,0.05,White,White,,,,Unknown,Unknown,75,75
0.01,0.01,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.15,0.0,0.81,0.0,0.01,0.02,White,White,White,White,White,White,Unprotected,75,75
0.79,0.0,0.17,0.01,0.02,0.02,Hispanic,Hispanic,Hispanic,Hispanic,,Hispanic,Protected,75,75
0.01,0.39,0.5,0.01,0.01,0.07,,,,,,Unknown,Unknown,75,75
0.01,0.01,0.96,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.97,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.02,0.17,0.71,0.02,0.02,0.07,White,White,White,,,Unknown,Unknown,75,75
0.01,0.0,0.97,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.01,0.38,0.55,0.0,0.06,Aian,,,,,Unknown,Unknown,75,75
0.99,0.0,0.01,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.03,0.0,0.91,0.01,0.04,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.94,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.03,0.49,0.4,0.01,0.03,0.05,,,,,,Unknown,Unknown,75,75
0.01,0.01,0.97,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.02,0.93,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.0,0.01,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.02,0.02,0.92,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.95,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.02,0.01,0.74,0.23,Api,Api,Api,,,Unknown,Unknown,75,75
0.78,0.0,0.17,0.01,0.02,0.02,Hispanic,Hispanic,Hispanic,Hispanic,,Hispanic,Protected,75,75
0.02,0.0,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.93,0.0,0.04,0.01,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.0,0.91,0.05,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.0,0.01,0.95,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.95,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.94,0.0,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.04,0.87,0.05,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.0,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.9,0.0,0.08,0.01,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.8,0.0,0.17,0.01,0.01,0.02,Hispanic,Hispanic,Hispanic,Hispanic,,Hispanic,Protected,75,75
0.0,0.0,0.98,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.02,0.94,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.03,0.9,0.02,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
0.02,0.02,0.88,0.05,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.0,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.03,0.0,0.95,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.02,0.1,0.82,0.01,0.0,0.05,White,White,White,White,White,White,Unprotected,75,75
0.03,0.21,0.69,0.02,0.01,0.05,White,White,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.02,0.0,0.95,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.73,0.0,0.18,0.0,0.07,0.01,Hispanic,Hispanic,Hispanic,,,Unknown,Unknown,75,75
0.07,0.04,0.85,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.35,0.61,0.0,0.0,0.04,White,White,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.0,0.01,0.95,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.01,0.95,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.97,0.0,0.01,0.01,White,White,White,White,White,White,Unprotected,75,75
0.99,0.0,0.0,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.97,0.0,0.03,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.04,0.5,0.29,0.12,0.03,0.03,,,,,,Unknown,Unknown,75,75
0.0,0.01,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.32,0.6,0.01,0.0,0.06,White,,,,,Unknown,Unknown,75,75
0.0,0.0,0.96,0.02,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.94,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.9,0.0,0.05,0.0,0.04,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.03,0.58,0.33,0.0,0.02,0.04,Black,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.0,0.0,0.97,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.18,0.8,0.0,0.0,0.01,White,White,White,White,,White,Unprotected,75,75
0.01,0.04,0.89,0.02,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.02,0.92,0.02,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.93,0.01,0.02,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.99,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.93,0.0,0.04,0.0,0.0,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.99,0.0,0.01,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.0,0.0,0.99,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
